_id,fermi_name , Counterpart_name , RA, Dec  , LII , BII , AngSep , Theta95 , Class , Redshift , SED_Class , Probability_Bayesian , Reliability_LR_RG , Reliability_LR_XG , ProbabilityLogN-logS , LR_RG , LR_XG , Flux1GeV-100 GeV , Spectral_index , Spectral_Index_Error , TS , Radio_flux , X_Flux , USNOVmag , SDSSVmag , ARO , AOX , CLEAN , IN 2FGL
902 , 2FGLJ1824.0+5650 , 4C +56.27 , 276.02917 , 56.85031 , 85.73 , 26.08 , 0.02 , 0.054 , BL Lac , 0.664 , LSP , 1 , 1 , 0.98 , 1 , 3.96 , 3.58 , (26.3+/-2) e-10 , 2.434 , 0.044 , 787 , 1412 , 2.52e-12 , 17.01 , - , 0.629 , 1.247 , YES , YES
903 , 2FGLJ1823.7+6856 , 7C 1823+6856 , 275.88708 , 68.96444 , 99.2 , 27.67 , 0.037 , 0.102 , BL Lac , 0 , LSP , 0.992 , 0.98 , 0 , 0.99 , 2.031 , 1.27 , (7.8+/-1.2) e-10 , 2.336 , 0.108 , 91 , 219 , 1.39e-13 , 17.66 , - , 0.545 , 1.642 , YES , YES
904 , 2FGLJ1829.3-2419 , 1RXS 182853.8-241746 , 277.22833 , -24.29367 , 8.76 , -6.21 , 0.097 , 0.098 , AGU , -999 , HSP , 0 , 0.96 , 0.96 , 0 , 1.255 , 2.988 , (14.7+/-2.5) e-10 , 2.177 , 0.166 , 54 , 116 , 5.31e-12 , 16.53 , - , 0.295 , 1.355 , NO , YES
905 , 2FGLJ1830.2-4441 , PMN J1830-4441 , 277.5025 , -44.68683 , 350.1 , -15.17 , 0.048 , 0.086 , AGU , -999 , - , 0.995 , 0.97 , 0 , 0.99 , 2.662 , -9.9 , (15.6+/-1.9) e-10 , 2.448 , 0.071 , 186 , 402 , - , 17.78 , - , - , - , YES , YES
906 , 2FGLJ1829.1+2725 , 87GB 182712.0+272717 , 277.30833 , 27.48417 , 55.75 , 16.66 , 0.062 , 0.152 , AGU , -999 , - , 0 , 0.93 , 0 , 0.99 , 0.652 , -9.9 , (8.4+/-1.5) e-10 , 2.528 , 0.103 , 81 , 30 , - , 16.87 , - , - , - , YES , YES
907 , 2FGLJ1830.1+0617 , TXS 1827+062 , 277.52458 , 6.32117 , 36.16 , 7.61 , 0.034 , 0.06 , FSRQ , 0.745 , - , 0.999 , 0.99 , 0 , 1 , 2.807 , -9.9 , (27.7+/-2.8) e-10 , 2.21 , 0.066 , 193 , 397 , 7.96e-13 , - , - , - , - , NO , YES
908 , 2FGLJ1830.0+1325 , MG1 J183001+1323 , 277.50292 , 13.40386 , 42.59 , 10.75 , 0.02 , 0.123 , AGU , -999 , - , 0.992 , 0.97 , 0 , 0.91 , 1.495 , -9.9 , (7.8+/-1.9) e-10 , 2.021 , 0.189 , 32 , 95 , - , 18.06 , - , - , - , YES , YES
909 , 2FGLJ1829.7+4846 , 3C 380 , 277.3825 , 48.74628 , 77.22 , 23.5 , 0.05 , 0.071 , SSRQ , 0.692 , - , 0.996 , 1 , 0.98 , 1 , 5.215 , 3.58 , (13.7+/-1.6) e-10 , 2.345 , 0.071 , 213 , 13753 , 5.22e-12 , 16.7 , - , 0.747 , 1.193 , YES , YES
910 , 2FGLJ1832.7-5700 , PMN J1832-5659 , 278.12875 , -56.98922 , 338.23 , -20.03 , 0.034 , 0.106 , BL Lac , 0 , - , 0.998 , 0.96 , 0 , 0.98 , 2.269 , -9.9 , (8.3+/-1.5) e-10 , 2.303 , 0.126 , 62 , 211 , - , 17.47 , - , 0.513 , - , YES , YES
911 , 2FGLJ1829.2+5402 , 1RXS J182925.7+540255 , 277.35167 , 54.04992 , 82.86 , 24.79 , 0.018 , 0.063 , BL Lac , 0 , HSP , 0.999 , 0.97 , 0.97 , 0 , 1.407 , 3.309 , (6.9+/-1.2) e-10 , 1.881 , 0.129 , 83 , 25 , 2e-12 , 17 , - , 0.333 , 1.295 , YES , YES
912 , 2FGLJ1833.6-2104 , PKS 1830-211 , 278.41625 , -21.06111 , 12.16 , -5.72 , 0.014 , 0.029 , FSRQ , 2.507 , - , 1 , 1 , 0.99 , 1 , 5.965 , 4.276 , (119+/-4.9) e-10 , 2.462 , 0.034 , 4522 , 10896 , 3.25e-12 , - , - , - , - , NO , YES
913 , 2FGLJ1836.8-0623 , VERA J1837-0628 , 279.28208 , -6.47697 , 25.53 , 0.21 , 0.11 , 0.081 , AGU , -999 , - , 0 , 0.89 , 0 , 0.83 , 0.29 , -9.9 , (89.1+/-9.7) e-10 , 2.566 , 0.177 , 108 , 34 , - , - , - , - , - , NO , YES
914 , 2FGLJ1836.2+3137 , RX J1836.2+3136 , 279.08833 , 31.60708 , 60.35 , 16.78 , 0.016 , 0.124 , BL Lac , 0 , HSP , 0 , 0.95 , 0.9 , 0.99 , 0.995 , 2.219 , (8.3+/-1.6) e-10 , 2.284 , 0.128 , 50 , 37 , 7.88e-13 , 17.86 , - , 0.392 , 1.345 , YES , YES
915 , 2FGLJ1838.7+4759 , GB6 J1838+4802 , 279.705 , 48.043 , 76.94 , 21.82 , 0.05 , 0.064 , BL Lac , 0 , HSP , 0.997 , 0.96 , 0.97 , 0.93 , 1.157 , 3.285 , (12+/-1.6) e-10 , 1.725 , 0.103 , 161 , 30 , 3.13e-12 , 16.18 , - , 0.282 , 1.382 , YES , YES
916 , 2FGLJ1841.7+3221 , RX J1841.7+3218 , 280.44625 , 32.31067 , 61.48 , 15.98 , 0.042 , 0.075 , BL Lac , 0 , HSP , 0 , 0.95 , 0.99 , 0 , 1.061 , 3.838 , (13.7+/-1.9) e-10 , 2.028 , 0.103 , 126 , 22 , 7.6e-12 , 18.96 , - , 0.485 , 0.697 , YES , YES
917 , 2FGLJ1844.7+5716 , TXS 1843+571 , 281.21292 , 57.16125 , 86.73 , 23.39 , 0.112 , 0.254 , AGU , -999 , - , 0.906 , 0.95 , 0 , 0 , 1.047 , -9.9 , (4.2+/-1.2) e-10 , 2.487 , 0.163 , 25 , 161 , - , 17.95 , - , - , - , NO , YES
918 , 2FGLJ1844.7+5716 , TXS 1844+572 , 281.43333 , 57.26047 , 86.86 , 23.3 , 0.133 , 0.254 , AGU , -999 , - , 0.87 , 0.94 , 0 , 0 , 0.822 , -9.9 , (4.2+/-1.2) e-10 , 2.487 , 0.163 , 25 , 114 , - , 20.17 , - , - , - , NO , NO
919 , 2FGLJ1849.7-4310 , PMN J1849-4314 , 282.35667 , -43.23728 , 352.87 , -17.86 , 0.078 , 0.081 , BL Lac , 0 , - , 0.992 , 0.92 , 0 , 0.91 , 1.671 , -9.9 , (12.6+/-1.8) e-10 , 2.016 , 0.093 , 96 , 90 , - , 18.04 , - , 0.504 , - , YES , YES
920 , 2FGLJ1848.5+3216 , B2 1846+32A , 282.09208 , 32.31739 , 62.04 , 14.7 , 0.053 , 0.092 , FSRQ , 0.798 , LSP , 0.998 , 0.99 , 0.97 , 1 , 2.631 , 3.072 , (15.4+/-2.3) e-10 , 2.384 , 0.089 , 71 , 516 , 2.79e-12 , 18.79 , - , 0.745 , 0.91 , YES , YES
921 , 2FGLJ1848.6+3241 , B2 1846+32B , 282.14292 , 32.73342 , 62.46 , 14.82 , 0.049 , 0.116 , AGU , -999 , - , 0.98 , 0.99 , 0 , 0.98 , 3.018 , -9.9 , (10.2+/-2.1) e-10 , 2.427 , 0.116 , 34 , 1015 , - , 17.77 , - , - , - , NO , YES
922 , 2FGLJ1849.5+2744 , MG2 J184929+2748 , 282.38167 , 27.80022 , 57.89 , 12.66 , 0.055 , 0.114 , BL Lac , 0 , - , 0.986 , 0.95 , 0 , 0.93 , 1.083 , -9.9 , (7.4+/-1.5) e-10 , 2.148 , 0.128 , 39 , 47 , - , 19.48 , - , 0.626 , - , YES , YES
923 , 2FGLJ1849.4+6706 , S4 1849+67 , 282.31625 , 67.09464 , 97.49 , 25.04 , 0.016 , 0.026 , FSRQ , 0.657 , LSP , 1 , 1 , 0.98 , 1 , 3.698 , 3.506 , (73.6+/-2.9) e-10 , 2.092 , 0.037 , 3676 , 518 , 9.89e-13 , 16.87 , - , 0.612 , 1.362 , YES , YES
924 , 2FGLJ1852.5+4856 , S4 1851+48 , 283.11875 , 48.92992 , 78.59 , 19.94 , 0.012 , 0.048 , FSRQ , 1.25 , LSP , 1 , 0.99 , 0 , 1 , 2.773 , -9.9 , (28.6+/-2.1) e-10 , 2.283 , 0.044 , 733 , 238 , 9e-14 , 19.43 , - , 0.737 , 1.307 , YES , YES
925 , 2FGLJ1858.1-2510 , PMN J1858-2511 , 284.57958 , -25.18072 , 10.88 , -12.61 , 0.033 , 0.149 , AGU , -999 , - , 0.977 , 0.98 , 0.92 , 0.94 , 1.687 , 2.463 , (12.9+/-2.1) e-10 , 2.422 , 0.094 , 82 , 193 , - , - , - , - , - , YES , YES
926 , 2FGLJ1902.5-6746 , PMN J1903-6749 , 285.75333 , -67.82661 , 327.73 , -26.06 , 0.067 , 0.118 , FSRQ , 0.254 , - , 0.997 , 0.95 , 0 , 0.99 , 2.094 , -9.9 , (7.3+/-1.3) e-10 , 2.49 , 0.103 , 79 , 231 , - , 17.39 , - , 0.579 , - , YES , YES
927 , 2FGLJ1903.3+5539 , TXS 1902+556 , 285.79792 , 55.67747 , 85.96 , 20.54 , 0.026 , 0.038 , BL Lac , 0 , ISP , 0.999 , 0.99 , 0.98 , 0.99 , 2.799 , 3.688 , (34.7+/-2.3) e-10 , 1.939 , 0.044 , 776 , 260 , 2.28e-12 , 16.11 , - , 0.427 , 1.443 , YES , YES
928 , 2FGLJ1911.1-2005 , PKS B1908-201 , 287.79 , -20.11542 , 16.87 , -13.22 , 0.018 , 0.044 , FSRQ , 1.119 , LSP , 1 , 1 , 0 , 1 , 4.6 , -9.9 , (56.7+/-3.4) e-10 , 2.205 , 0.054 , 1034 , 2714 , 8e-13 , 18.11 , - , 0.786 , 1.224 , YES , YES
929 , 2FGLJ1911.5-1908 , PMN J1911-1908 , 287.87375 , -19.13989 , 17.81 , -12.89 , 0.019 , 0.128 , AGU , -999 , - , 0.984 , 0.99 , 0 , 0 , 2.398 , -9.9 , (7.3+/-1.9) e-10 , 1.913 , 0.204 , 32 , 440 , - , 15.34 , - , - , - , YES , YES
930 , 2FGLJ1912.0+1609 , 87GB 190942.8+160617 , 287.9925 , 16.19644 , 49.65 , 2.9 , 0.041 , 0.099 , AGU , -999 , - , 0.988 , 0.99 , 0 , 0.99 , 2.458 , -9.9 , (13.5+/-2.6) e-10 , 2.611 , 0.107 , 47 , 395 , - , - , 18.66 , - , - , NO , YES
931 , 2FGLJ1913.4+4440 , 1RXS 191401.9+443849 , 288.5075 , 44.64264 , 75.8 , 14.95 , 0.114 , 0.102 , AGU , -999 , HSP , 0 , 0.87 , 0.95 , 0 , 0.141 , 2.726 , (3.4+/-1.1) e-10 , 1.689 , 0.206 , 26 , 15 , 4.37e-12 , 18.41 , - , 0.346 , 1.002 , YES , YES
932 , 2FGLJ1918.2-4110 , PMN J1918-4111 , 289.56667 , -41.19194 , 356.77 , -22.25 , 0.017 , 0.053 , BL Lac , 0 , - , 1 , 0.98 , 0 , 1 , 3.119 , -9.9 , (25.4+/-2.4) e-10 , 1.84 , 0.064 , 299 , 360 , - , 18.2 , - , 0.607 , - , YES , YES
933 , 2FGLJ1917.6-1921 , 1H 1914-194 , 289.43667 , -19.35889 , 18.24 , -14.32 , 0.016 , 0.047 , BL Lac , 0.137 , HSP , 1 , 1 , 0.99 , 1 , 3.294 , 4.501 , (32.3+/-2.7) e-10 , 1.91 , 0.064 , 400 , 481 , 9.28e-12 , 15.33 , - , 0.404 , 1.332 , YES , YES
934 , 2FGLJ1922.6-7454 , SUMSS J192240-745348 , 290.66708 , -74.89689 , 319.95 , -28.15 , 0.011 , 0.083 , AGU , -999 , - , 0 , 0.91 , 0.96 , 0 , 1.493 , 2.9 , (5.7+/-1.3) e-10 , 2.029 , 0.206 , 42 , 13 , 1.36e-12 , - , - , - , - , YES , YES
935 , 2FGLJ1921.3-1231 , TXS 1918-126 , 290.34958 , -12.53175 , 24.98 , -12.26 , 0.011 , 0.093 , BL Lac , 0 , - , 0.996 , 0.98 , 0 , 0.97 , 1.995 , -9.9 , (10.4+/-1.9) e-10 , 2.11 , 0.119 , 54 , 154 , - , 18.6 , - , 0.538 , - , YES , YES
936 , 2FGLJ1921.9-1608 , PMN J1921-1607 , 290.46458 , -16.12025 , 21.69 , -13.88 , 0.034 , 0.05 , BL Lac , 0 , - , 0.999 , 0.98 , 0 , 0.98 , 2.038 , -9.9 , (16+/-2.1) e-10 , 1.742 , 0.1 , 174 , 96 , - , 14.34 , - , 0.163 , - , YES , YES
937 , 2FGLJ1923.5-2105 , TXS 1920-211 , 290.88417 , -21.07606 , 17.17 , -16.26 , 0.011 , 0.03 , FSRQ , 0.874 , LSP , 1 , 1 , 0.99 , 1 , 5.079 , 3.986 , (83.3+/-3.8) e-10 , 2.102 , 0.044 , 2252 , 3167 , 2.14e-12 , 14.7 , - , 0.556 , 1.579 , YES , YES
938 , 2FGLJ1924.8-2912 , PKS B1921-293 , 291.21292 , -29.24197 , 9.34 , -19.61 , 0.026 , 0.063 , FSRQ , 0.352 , LSP , 1 , 1 , 0.99 , 1 , 5.486 , 3.994 , (30.3+/-2.5) e-10 , 2.432 , 0.048 , 547 , 13387 , 6.74e-12 , 16.41 , - , 0.815 , 1.165 , YES , YES
939 , 2FGLJ1927.0+6153 , 1RXS J192649.5+615445 , 291.70792 , 61.91147 , 93.3 , 19.74 , 0.031 , 0.036 , BL Lac , 0 , HSP , 0 , 0.97 , 0.99 , 0.85 , 1.457 , 3.894 , (21.8+/-2) e-10 , 1.839 , 0.067 , 370 , 22 , 4.61e-12 , 17.37 , 16.7 , 0.301 , 1.225 , YES , YES
940 , 2FGLJ1927.5+6117 , S4 1926+61 , 291.87667 , 61.29244 , 92.72 , 19.44 , 0.013 , 0.077 , BL Lac , 0 , LSP , 0.999 , 0.99 , 0.93 , 1 , 2.978 , 2.521 , (8.5+/-1.5) e-10 , 2.075 , 0.119 , 68 , 534 , 6.55e-13 , 17.24 , 16.64 , 0.545 , 1.566 , NO , YES
941 , 2FGLJ1931.1+0938 , RX J1931.1+0937 , 292.78833 , 9.62142 , 46.04 , -4.31 , 0.022 , 0.044 , BL Lac , 0 , HSP , 1 , 0.97 , 1 , 0 , 1.52 , 5.368 , (30.8+/-2.8) e-10 , 2.361 , 0.067 , 277 , 19 , 4.32e-11 , 17.65 , - , 0.164 , 1.007 , NO , YES
942 , 2FGLJ1933.3+0722 , 1RXS 193320.3+072616 , 293.33458 , 7.43881 , 44.37 , -5.83 , 0.058 , 0.073 , AGU , -999 , HSP , 0 , 0.97 , 0.98 , 0 , 1.6 , 3.571 , (11.8+/-2) e-10 , 2.468 , 0.121 , 69 , 95 , 6.18e-12 , 16.56 , - , 0.326 , 1.352 , NO , YES
943 , 2FGLJ1936.8-4721 , PMN J1936-4719 , 294.23583 , -47.33264 , 351.16 , -27.02 , 0.028 , 0.066 , BL Lac , 0.265 , - , 0.999 , 0.96 , 0.98 , 0 , 2.274 , 3.638 , (7+/-1.6) e-10 , 1.645 , 0.16 , 64 , 92 , 4.02e-12 , - , - , - , - , YES , YES
944 , 2FGLJ1937.2-3955 , PKS 1933-400 , 294.3175 , -39.96708 , 359.16 , -25.37 , 0.034 , 0.097 , FSRQ , 0.965 , LSP , 0.998 , 1 , 0.96 , 1 , 3.195 , 2.945 , (11.3+/-1.7) e-10 , 2.473 , 0.09 , 114 , 1002 , 2.08e-12 , 17.69 , - , 0.704 , 1.115 , YES , YES
945 , 2FGLJ1940.8-6213 , PKS 1936-623 , 295.34 , -62.18886 , 334.5 , -29.55 , 0.071 , 0.159 , AGU , -999 , - , 0.977 , 0.99 , 0 , 0.98 , 3.242 , -9.9 , (6.4+/-1.3) e-10 , 2.493 , 0.124 , 57 , 1831 , - , 20.5 , - , - , - , YES , YES
946 , 2FGLJ1942.5-1024 , NGC 6814 , 295.66875 , -10.32217 , 29.35 , -16.02 , 0.083 , 0.176 , Unidentified , 0.0052 , - , 0.865 , 0.94 , 0.98 , 0 , 0.76 , 3.587 , (6.8+/-1.6) e-10 , 2.544 , 0.141 , 34 , 52 , 1.56e-11 , 10.96 , - , -0.163 , 1.983 , YES , YES
947 , 2FGLJ1942.8+1033 , 1RXS 194246.3+103339 , 295.6975 , 10.55769 , 48.25 , -6.37 , 0.008 , 0.038 , AGU , -999 , HSP , 0 , 0.99 , 1 , 0 , 2.524 , 4.642 , (27.8+/-2.7) e-10 , 1.817 , 0.072 , 301 , 99 , 9e-12 , 15.96 , - , 0.26 , 1.397 , NO , YES
948 , 2FGLJ1941.6+7218 , 87GB 194202.1+721428 , 295.36208 , 72.36172 , 104.31 , 22.09 , 0.05 , 0.149 , AGU , -999 , - , 0.972 , 0.98 , 0 , 0.95 , 1.746 , -9.9 , (10+/-1.7) e-10 , 2.62 , 0.165 , 124 , 233 , 8.59e-14 , - , - , - , - , YES , YES
949 , 2FGLJ1946.1-3115 , PKS 1942-313 , 296.4975 , -31.19447 , 8.99 , -24.57 , 0.078 , 0.137 , BL Lac , 0 , - , 0.995 , 0.97 , 0 , 0.94 , 1.528 , -9.9 , (7.1+/-1.7) e-10 , 2.288 , 0.152 , 30 , 168 , - , 15.55 , - , 0.323 , - , YES , YES
950 , 2FGLJ1936.9+8402 , 6C B194425+834912 , 294.41542 , 83.94153 , 116.33 , 25.76 , 0.101 , 0.151 , AGU , -999 , - , 0.946 , 0.98 , 0 , 0.94 , 1.994 , -9.9 , (4.2+/-1) e-10 , 2.029 , 0.152 , 31 , 430 , - , 20.18 , - , - , - , YES , YES
951 , 2FGLJ1949.9+0907 , 1RXS 194934.1+090655 , 297.3925 , 9.11517 , 47.81 , -8.53 , 0.083 , 0.144 , AGU , -999 , HSP , 0 , 0.92 , 0.96 , 0 , 0.58 , 2.957 , (7.5+/-1.7) e-10 , 2.474 , 0.153 , 39 , 28 , 4.55e-12 , 17.42 , - , 0.277 , 1.227 , NO , YES
952 , 2FGLJ1955.0-5639 , 1RXS 195503.1-564031 , 298.76208 , -56.67525 , 340.98 , -31 , 0.022 , 0.076 , AGU , -999 , HSP , 0 , 0.9 , 0.98 , 0 , 1.397 , 3.366 , (5.3+/-1.3) e-10 , 1.875 , 0.19 , 36 , 8 , 2.79e-12 , 17.25 , - , 0.21 , 1.161 , NO , YES
953 , 2FGLJ1954.6-1122 , TXS 1951-115 , 298.67125 , -11.38978 , 29.65 , -19.14 , 0.008 , 0.067 , FSRQ , 0.683 , LSP , 0.999 , 0.99 , 0 , 1 , 2.828 , -9.9 , (29.5+/-2.6) e-10 , 2.251 , 0.053 , 370 , 366 , 3.77e-13 , 19.53 , - , 0.771 , 1.13 , YES , YES
954 , 2FGLJ1954.4-1607 , 1RXS 195500.6-160328 , 298.75208 , -16.06053 , 25.15 , -21.13 , 0.15 , 0.197 , AGU , -999 , HSP , 0 , 0.87 , 0.93 , 0 , 0.117 , 2.477 , (7.1+/-1.7) e-10 , 2.131 , 0.148 , 29 , 24 , 4.11e-12 , 17.46 , - , 0.308 , 1.164 , YES , YES
955 , 2FGLJ1955.2+1356 , 87GB 195252.4+135009 , 298.79792 , 13.97131 , 52.75 , -7.3 , 0.036 , 0.076 , FSRQ , 0.743 , - , 0.994 , 0.98 , 0 , 1 , 2.058 , -9.9 , (18.7+/-2.2) e-10 , 2.401 , 0.078 , 171 , 156 , - , 18.62 , - , 0.593 , - , NO , YES
956 , 2FGLJ1958.2-3848 , PKS 1954-388 , 299.49875 , -38.75197 , 1.57 , -28.96 , 0.069 , 0.057 , FSRQ , 0.63 , LSP , 0.978 , 1 , 0 , 1 , 3.202 , -9.9 , (30.5+/-2.4) e-10 , 2.363 , 0.046 , 619 , 1493 , 1.01e-12 , 17.54 , - , 0.74 , 1.241 , YES , YES
957 , 2FGLJ1958.4-3012 , 1RXS 195815.6-301119 , 299.56167 , -30.18692 , 10.94 , -26.77 , 0.056 , 0.085 , BL Lac , 0.119 , HSP , 0 , 0.98 , 0.99 , 0.91 , 1.745 , 4.155 , (5.9+/-1.8) e-10 , 1.86 , 0.237 , 35 , 128 , 1.64e-11 , 14.3 , - , 0.203 , 1.397 , YES , YES
958 , 2FGLJ1959.1-4245 , PMN J1959-4246 , 299.805 , -42.76897 , 357.11 , -30.01 , 0.016 , 0.065 , FSRQ , 2.178 , LSP , 0.999 , 0.97 , 0 , 1 , 2.61 , -9.9 , (24.6+/-2.2) e-10 , 2.412 , 0.051 , 506 , 166 , 2.93e-13 , 18.42 , - , 0.602 , 1.247 , YES , YES
959 , 2FGLJ1959.9-4727 , SUMSS J195945-472519 , 299.93917 , -47.42197 , 351.8 , -30.84 , 0.047 , 0.056 , AGU , -999 , HSP , 0 , 0.92 , 0.94 , 0 , 1.654 , 2.662 , (14+/-1.8) e-10 , 1.712 , 0.09 , 171 , 23 , 9.1e-13 , 16.68 , - , 0.249 , 1.437 , YES , YES
960 , 2FGLJ1959.6-2931 , PMN J2000-2931 , 300.07042 , -29.50728 , 11.82 , -26.99 , 0.133 , 0.182 , AGU , -999 , - , 0.929 , 0.94 , 0 , 0 , 0.909 , -9.9 , (6.6+/-1.6) e-10 , 2.584 , 0.133 , 30 , 103 , - , 18.28 , - , - , - , YES , YES
961 , 2FGLJ1958.9+3844 , MG2 J195919+3847 , 299.84208 , 38.78086 , 74.5 , 4.75 , 0.096 , 0.186 , AGU , -999 , - , 0.936 , 0.95 , 0 , 0.98 , 1.039 , -9.9 , (10.1+/-2.1) e-10 , 2.521 , 0.128 , 42 , 102 , - , - , - , - , - , NO , YES
962 , 2FGLJ2000.8-1751 , PKS 1958-179 , 300.23792 , -17.816 , 24.01 , -23.12 , 0.045 , 0.078 , FSRQ , 0.652 , LSP , 0.998 , 0.99 , 0.98 , 1 , 2.816 , 3.411 , (24.7+/-2.4) e-10 , 2.38 , 0.06 , 304 , 550 , 4.04e-12 , 17.43 , - , 0.707 , 1.061 , YES , YES
963 , 2FGLJ1959.9+4212 , MG4 J195957+4213 , 299.99458 , 42.22975 , 77.52 , 6.44 , 0.023 , 0.126 , AGU , -999 , - , 0 , 0.99 , 0.93 , 0 , 2.243 , 2.523 , (8+/-2) e-10 , 2.127 , 0.162 , 30 , 354 , 1.39e-12 , - , - , - , - , NO , YES
964 , 2FGLJ2000.0+6509 , 1ES 1959+650 , 299.99917 , 65.1485 , 98 , 17.67 , 0.012 , 0.026 , BL Lac , 0.047 , HSP , 1 , 1 , 1 , 1 , 3.252 , 6.441 , (58.8+/-2.7) e-10 , 1.937 , 0.031 , 1654 , 250 , 1.14e-10 , 11.8 , - , 0.07 , 1.483 , YES , YES
965 , 2FGLJ2001.1+4352 , MAGIC J2001+435 , 300.30458 , 43.88139 , 79.06 , 7.11 , 0.012 , 0.02 , BL Lac , 0 , ISP , 1 , 0.99 , 0 , 0.99 , 2.912 , -9.9 , (118+/-4.4) e-10 , 1.902 , 0.026 , 2247 , 104 , 1.28e-12 , 14.79 , - , 0.112 , 2.105 , NO , YES
966 , 2FGLJ2001.7+7042 , TXS 2001+705 , 300.39167 , 70.67367 , 103.31 , 19.97 , 0.033 , 0.083 , BL Lac , 0.254 , LSP , 0.993 , 0.98 , 0 , 0.92 , 2.033 , -9.9 , (8.2+/-1.6) e-10 , 2.183 , 0.126 , 49 , 160 , 5.15e-14 , 19.64 , - , 0.663 , 1.425 , YES , YES
967 , 2FGLJ2007.9-4430 , PKS 2004-447 , 301.97958 , -44.57892 , 355.33 , -31.86 , 0.065 , 0.105 , Unidentified , 0.24 , - , 0.996 , 0.98 , 0.82 , 0.97 , 2.948 , 1.781 , (6.6+/-1.4) e-10 , 2.47 , 0.122 , 57 , 828 , 4.25e-13 , 17.91 , - , 0.631 , 1.354 , YES , YES
968 , 2FGLJ2009.5-4850 , PKS 2005-489 , 302.35417 , -48.83164 , 350.37 , -32.61 , 0.014 , 0.031 , BL Lac , 0.071 , HSP , 1 , 1 , 0 , 1 , 4.433 , -9.9 , (38.3+/-2.6) e-10 , 1.779 , 0.047 , 689 , 1329 , 5.22e-11 , 11.29 , - , 0.185 , 1.587 , YES , YES
969 , 2FGLJ2004.5+7754 , S5 2007+77 , 301.38 , 77.87881 , 110.46 , 22.73 , 0.065 , 0.121 , BL Lac , 0.342 , LSP , 0.997 , 0.99 , 0.91 , 1 , 2.955 , 2.347 , (10.8+/-1.5) e-10 , 2.217 , 0.091 , 114 , 1060 , 1.2e-12 , 17.84 , 15.41 , 0.486 , 1.668 , YES , YES
970 , 2FGLJ2009.7+7225 , 4C +72.28 , 302.46875 , 72.48869 , 105.35 , 20.18 , 0.071 , 0.084 , BL Lac , 0 , LSP , 0.994 , 0.99 , 0 , 0.99 , 2.942 , -9.9 , (14.4+/-1.7) e-10 , 2.303 , 0.076 , 165 , 953 , 1.29e-13 , 19.95 , - , 0.872 , 1.257 , YES , YES
971 , 2FGLJ2012.1+4630 , 7C 2010+4619 , 303.02292 , 46.48225 , 82.31 , 6.85 , 0.027 , 0.039 , BL Lac , 0 , HSP , 1 , 1 , 1 , 1 , 3.424 , 5.122 , (25.6+/-2.6) e-10 , 1.968 , 0.073 , 218 , 620 , 2.88e-11 , 16.25 , - , 0.264 , 1.421 , NO , YES
972 , 2FGLJ2014.0-0046 , PMN J2014-0047 , 303.61917 , -0.79003 , 42 , -18.77 , 0.104 , 0.098 , BL Lac , 0.231 , HSP , 0.967 , 0.96 , 0.92 , 0 , 1.211 , 2.398 , (9.8+/-1.9) e-10 , 1.893 , 0.153 , 61 , 124 , 2.35e-12 , 18.34 , - , 0.449 , 1.14 , NO , YES
973 , 2FGLJ2014.7+0646 , NVSS J201431+064849 , 303.62958 , 6.81383 , 48.92 , -15.03 , 0.064 , 0.112 , AGU , -999 , HSP , 0 , 0.92 , 0.92 , 0 , 0.593 , 2.431 , (5.2+/-1.6) e-10 , 1.737 , 0.227 , 32 , 15 , 1.28e-12 , 17.19 , 17.19 , 0.224 , 1.448 , YES , YES
974 , 2FGLJ2015.1-0137 , PKS 2012-017 , 303.81292 , -1.62581 , 41.32 , -19.34 , 0.036 , 0.081 , BL Lac , 0 , LSP , 0.999 , 1 , 0 , 1 , 3.247 , -9.9 , (11.8+/-1.8) e-10 , 2.247 , 0.112 , 82 , 918 , 2.67e-13 , 17.85 , - , 0.676 , 1.523 , YES , YES
975 , 2FGLJ2015.6+3709 , MG2 J201534+3710 , 303.86958 , 37.18328 , 74.86 , 1.22 , 0.048 , 0.037 , AGU , -999 , LSP , 0.998 , 1 , 0 , 1 , 3.716 , -9.9 , (120+/-6.2) e-10 , 2.572 , 0.059 , 771 , 2166 , 2.17e-13 , 16.5 , - , 0.055 , 2.868 , NO , YES
976 , 2FGLJ2016.3-0904 , PMN J2016-0903 , 304.1 , -9.05919 , 34.36 , -22.97 , 0.025 , 0.052 , BL Lac , 0.367 , ISP , 0 , 0.98 , 0.95 , 0.97 , 2.056 , 2.782 , (19.1+/-2) e-10 , 2.048 , 0.08 , 235 , 81 , 6.42e-13 , 17.32 , - , 0.417 , 1.411 , YES , YES
977 , 2FGLJ2018.2+3850 , TXS 2016+386 , 304.62917 , 38.85556 , 76.58 , 1.66 , 0.052 , 0.067 , AGU , -999 , - , 0.981 , 0.99 , 0 , 0 , 2.159 , -9.9 , (27.5+/-4) e-10 , 2.178 , 0.095 , 82 , 232 , 2.58e-14 , - , - , - , - , NO , YES
978 , 2FGLJ2022.3-4518 , PMN J2022-4513 , 305.60917 , -45.22542 , 354.92 , -34.48 , 0.085 , 0.194 , BL Lac , 0 , - , 0.996 , 0.91 , 0.85 , 0.95 , 1.512 , 1.947 , (5+/-1.3) e-10 , 2.306 , 0.147 , 28 , 140 , - , 13.91 , - , 0.188 , - , YES , YES
